type,loc,season,tempo,game_id,date,min,pos,win,loss,team1_conf,team1_adj_o,team1_adj_d,team1_ppp,team1_efg,team1_to_per,team1_or_per,team1_ftr,team1_game_score,team1_coach,team1_avg_margin,team1_opp_avg_margin,team1,team1_fgm,team1_fga,team1_tpm,team1_tpa,team1_ftm,team1_fta,team1_oreb,team1_dreb,team1_reb,team1_ast,team1_stl,team1_blk,team1_to,team1_pf,team1_pts,team2_ppp,team2_efg,team2_to_per,team2_or_per,team2_ftr,team2_conf,team2_coach,team2,team2_fgm,team2_fga,team2_tpm,team2_tpa,team2_ftm,team2_fta,team2_oreb,team2_dreb,team2_reb,team2_ast,team2_stl,team2_blk,team2_to,team2_pf,team2_pts,team2_adj_o,team2_adj_d,team2_game_score,team2_avg_margin,team2_opp_avg_margin
nc,A,2017,63.5,Alabama A&MMissouri St.11-11,2016-11-11,200,63.4875, Springfield," Missouri""",SWAC,102.2,138,97.7,47.2,18.9,30,25.9,3.1,Willie Hayes,-14.1501,0.661208," ""Alabama A&M""",23,54,5,14,11,14,9,14,23,12,3,1,12,11,62,151.2,70.8,9.5,44,10.8,MVC,Paul Lusk," ""Missouri St.""",40,65,12,27,4,7,11,21,32,20,8,5,6,15,96,121.1,118.9,55.2,14.1501,0.0195639
nc,A,2017,77.7,AlbanyPenn St.11-11,2016-11-11,200,77.6625, University Park," Pennsylvania""",AE,125.3,100,112,54.9,19.3,37.5,41,93,Will Brown,9.28607,0.74605," ""Albany""",30,61,7,14,20,25,12,31,43,16,4,3,15,22,87,104.3,50,15.5,16.2,34.9,B10,Patrick Chambers," ""Penn St.""",27,63,9,25,18,22,6,20,26,9,7,8,12,23,81,99.6,113.2,18.6,-9.28607,0.510635
nc,A,2017,63.2,Alcorn St.Loyola Chicago11-11,2016-11-11,200,63.150000000000006, Chicago," Illinois""",SWAC,80,97.3,69.7,42.4,31.7,20,19.6,9.6,Montez Robinson,-5.22588,0.735619," ""Alcorn St.""",17,46,5,20,5,9,6,26,32,6,5,4,20,22,44,109.3,56.6,12.7,23.5,35.8,MVC,Porter Moser," ""Loyola Chicago""",27,53,6,19,9,19,8,24,32,20,6,0,8,14,69,97.9,86,81.7,5.22588,0.145272
nc,A,2017,62.1,AmericanMaryland11-11,2016-11-11,200,62.125, College Park," Maryland""",Pat,97.8,89.1,90.1,50,19.3,16.7,9.6,74.5,Mike Brennan,-2.32596,0.881278," ""American""",22,52,8,23,4,5,5,17,22,11,8,5,12,21,56,99.8,42.3,29,52.8,48.1,B10,Mark Turgeon," ""Maryland""",20,52,4,14,18,25,19,25,44,7,3,2,18,10,62,94,101.2,30.1,2.32596,0.14453
nc,N,2017,67.6,ArizonaMichigan St.11-11,2016-11-11,200,67.55000000000001, Honolulu," Hawa""",P12,103.8,87.8,96.2,43.3,20.7,35.3,51.9,87.3,Sean Miller,-1.34958,0.866647," ""Arizona""",20,52,5,14,20,27,12,22,34,7,12,2,14,20,65,93.3,50,26.6,35.3,15.5,B10,Tom Izzo," ""Michigan St.""",25,58,8,25,5,9,12,22,34,15,4,1,18,23,63,102.6,83.7,91.2,1.34958,0.916489
nc,A,2017,76.2,Arkansas Pine BluffUAB11-11,2016-11-11,200,76.25, Birmingham," Alabama""",SWAC,80.8,117.8,86.6,43.5,22.3,25.6,27.4,1.3,George Ivory,-22.135,0.524514," ""Arkansas Pine Bluff""",22,62,10,26,12,17,11,21,32,10,7,1,17,28,66,112.8,50,19.7,36.4,81.1,CUSA,Rob Ehsan," ""UAB""",25,53,3,16,33,43,12,32,44,19,10,9,15,19,86,109.4,101.1,71.2,22.135,0.0285806
nc,A,2017,71.5,Arkansas St.North Dakota St.11-11,2016-11-11,200,71.5375, Fargo," North Dakota""",SB,95.7,102.9,92.3,48.2,22.4,28.6,26.3,30.3,Grant McCasland,-1.54753,0.530925," ""Arkansas St.""",25,57,5,16,11,15,10,21,31,14,5,1,16,35,66,106.2,51.1,19.6,25,91.3,Sum,David Richman," ""North Dakota St.""",23,46,1,11,29,42,7,25,32,9,10,6,14,18,76,103.2,95.4,71.1,1.54753,0.486752
nc,A,2017,80.5,ArmyOregon11-11,2016-11-11,200,80.5375, Eugene," Oregon""",Pat,105.2,99.6,95.6,46.2,16.1,25,34.8,65.3,Zach Spiker,-11.6017,0.949327," ""Army""",26,66,9,24,16,23,10,20,30,14,3,0,13,27,77,113,52.5,21.1,37.5,56.7,P12,Dana Altman," ""Oregon""",27,60,9,25,28,34,12,30,42,15,2,13,17,23,91,112.5,101.6,76.3,11.6017,0.244457
nc,A,2017,73,Austin PeayDayton11-11,2016-11-11,200,73.025, Dayton," Ohio""",OVC,102.8,118.9,93.1,45.5,23.3,28.9,41.1,15.8,Dave Loos,-14.2361,0.872455," ""Austin Peay""",22,56,7,22,17,23,11,25,36,10,1,1,17,16,68,131.5,64,12.3,30.6,22.1,A10,Archie Miller," ""Dayton""",37,68,13,32,9,15,11,27,38,19,7,4,9,22,96,113.5,95.4,88,14.2361,0.16737
nc,A,2017,74.2,Ball St.Saint Louis11-11,2016-11-11,200,74.2125, St. Louis," Missouri""",MAC,119.2,89.9,114.5,62.9,22.9,30,25.9,96.3,James Whitford,16.8033,0.359145," ""Ball St.""",30,58,13,23,12,15,9,29,38,21,5,4,17,21,85,86.2,39,21.6,31,47.5,A10,Travis Ford," ""Saint Louis""",21,59,4,16,18,28,13,21,34,8,7,4,16,22,64,82,118.7,1.4,-16.8033,0.394339
nc,A,2017,71.6,Bethune CookmanSt. John's11-11,2016-11-11,200,71.61250000000001, Jamaica," New York""",MEAC,86.5,122.2,74,37.5,25.1,36.4,31.7,1.8,Gravelle Craig,-12.7177,0.730689," ""Bethune Cookman""",20,60,5,24,8,19,16,16,32,6,6,1,18,27,53,139.6,72.6,15.4,30.4,60.4,BE,Chris Mullin," ""St. John's""",33,53,11,22,23,32,7,28,35,21,6,9,11,19,100,116.3,92.8,93.1,12.7177,0.0849113
nc,A,2017,72.8,Boston UniversityNortheastern11-11,2016-11-11,200,72.825, Boston," Massachusetts""",Pat,102.8,117.7,105.7,48.5,17.9,35.9,25.8,17.4,Joe Jones,-8.91202,0.549946," ""Boston University""",28,66,8,30,13,17,14,23,37,12,9,3,13,26,77,119.5,65.3,17.9,23.3,75.5,CAA,Bill Coen," ""Northeastern""",27,49,10,21,23,37,7,25,32,14,7,2,13,18,87,120.4,108.3,77.1,8.91202,0.367412
nc,A,2017,81.2,Bowling GreenOakland11-11,2016-11-11,200,81.2125, Oakland," Michigan""",MAC,91.2,94.7,86.2,41.2,13.5,21.2,23,39.5,Michael Huger,-5.24874,0.704106," ""Bowling Green""",26,74,9,20,9,17,11,28,39,12,6,4,11,21,70,96,50.9,22.2,17.6,46.4,Horz,Greg Kampe," ""Oakland""",25,56,7,19,21,26,6,41,47,18,5,7,18,20,78,93.1,90.6,57.6,5.24874,0.271347
nc,A,2017,66.6,BrownCincinnati11-11,2016-11-11,200,66.575, Cincinnati," Ohio""",Ivy,98.4,108.9,82.6,40.4,21,26.2,24.6,23.8,Mike Martin,-12.5284,0.947927," ""Brown""",18,57,10,25,9,14,11,12,23,10,3,1,14,21,55,126.2,63.2,18,50,35.1,Amer,Mick Cronin," ""Cincinnati""",33,57,6,22,12,20,12,31,43,23,10,9,12,16,84,110.9,88.4,93.1,12.5284,0.188657
nc,A,2017,71.8,BuffaloNiagara11-11,2016-11-11,200,71.7625, Niagara," New York""",MAC,98.3,98.7,105.9,60,23.7,25.8,30.9,48.8,Nate Oats,-0.480769,0.322283," ""Buffalo""",29,55,8,20,10,17,8,27,35,20,8,8,17,23,76,92,45.5,22.3,27,40,MAAC,Chris Casey," ""Niagara""",22,55,6,16,16,22,10,23,33,5,10,2,16,19,66,96.1,103.6,29.8,0.480769,0.459494
nc,A,2017,72.9,Cal PolyPepperdine11-11,2016-11-11,200,72.94999999999999, Malibu," California""",BW,87,105.9,93.2,44.2,20.6,31.7,38.3,9.5,Joe Callero,-4.87435,0.285871," ""Cal Poly""",23,60,7,20,15,23,13,29,42,12,2,1,15,20,68,105.6,54.1,15.1,23.7,34.4,WCC,Marty Wilson," ""Pepperdine""",31,61,4,10,11,21,9,28,37,25,9,5,11,23,77,97.2,98,47.8,4.87435,0.19331
nc,A,2017,87.2,CampbellOklahoma St.11-11,2016-11-11,200,87.15, Stillwater," Oklahoma""",BSth,83.4,89.1,74.6,41.1,26.4,17.8,53.6,31.8,Kevin McGeehan,-9.92331,0.942015," ""Campbell""",18,56,10,26,19,30,8,27,35,8,9,5,23,29,65,117,53.5,17.2,35.7,53.5,B12,Brad Underwood," ""Oklahoma St.""",34,71,8,26,26,38,15,37,52,10,13,5,15,23,102,103.6,85.4,90.2,9.92331,0.209394
nc,A,2017,60.2,Central ArkansasWisconsin11-11,2016-11-11,200,60.2375, Madison," Wisconsin""",Slnd,96.4,111.3,78,34,19.9,30.2,34,16,Russ Pennell,-11.0182,0.944775," ""Central Arkansas""",15,53,6,16,11,18,13,16,29,10,6,3,12,18,47,131.1,57.5,18.3,48.4,43.4,B10,Greg Gard," ""Wisconsin""",25,53,11,29,18,23,15,30,45,14,6,6,11,17,79,108.6,86.3,93.4,11.0182,0.135585
nc,A,2017,75.8,ChattanoogaTennessee11-11,2016-11-11,200,75.8375, Knoxville," Tennessee""",SC,115.4,87.4,108.1,50.9,18.5,34.3,56.9,96,Matt McCall,3.96381,0.852111," ""Chattanooga""",27,58,5,18,23,33,12,24,36,12,9,3,14,26,82,91,33.6,23.7,44.2,69,SEC,Rick Barnes," ""Tennessee""",19,58,1,16,30,40,19,23,42,4,3,7,18,24,69,94.3,105.6,21.4,-3.96381,0.5334
nc,A,2017,65,Coastal CarolinaAlabama11-11,2016-11-11,200,64.975, Tuscaloosa," Alabama""",SB,100.1,99.9,81.6,34.7,20,34.7,25.8,50.6,Cliff Ellis,-2.00439,0.857771," ""Coastal Carolina""",17,62,9,23,10,16,17,26,43,7,2,2,13,22,53,107.7,54.2,16.9,21.2,54.2,SEC,Avery Johnson," ""Alabama""",21,48,10,26,18,26,7,32,39,13,8,8,11,19,70,99.3,91.5,71.8,2.00439,0.302465
nc,A,2017,69,ColgateSyracuse11-11,2016-11-11,200,69, Syracuse," New York""",Pat,84.7,104.7,79.7,32.8,20.3,36.5,32.8,8,Matt Langel,-15.0824,0.87843," ""Colgate""",18,64,6,37,13,21,19,21,40,17,4,1,14,22,55,120.3,60.5,15.9,38.2,30.6,ACC,Jim Boeheim," ""Syracuse""",34,62,7,20,8,19,13,33,46,23,10,5,11,20,83,113,87.6,94.9,15.0824,0.184401
nc,A,2017,66.6,ColumbiaStony Brook11-11,2016-11-11,200,66.57499999999999, Stony Brook," New York""",Ivy,109,102.5,109.7,57.4,21,26.7,24.1,66.8,Jim Engles,2.71721,0.443983," ""Columbia""",26,54,10,25,11,13,8,27,35,10,4,5,14,21,73,99.1,40.3,15,42.6,31.3,AE,Jeff Boals," ""Stony Brook""",24,67,6,23,12,21,20,22,42,7,7,5,10,15,66,96.7,114.1,13,-2.71721,0.273234
nc,A,2017,70,Coppin St.Hofstra11-11,2016-11-11,200,70, Hempstead," New York""",MEAC,97.9,97.5,102.9,55.4,15.7,16.7,32.1,51.2,Michael Grant,1.67669,0.517415," ""Coppin St.""",25,56,12,27,10,18,6,33,39,13,5,3,11,23,72,105.7,48.5,12.9,29.8,33.8,CAA,Joe Mihalich," ""Hofstra""",26,65,11,35,11,22,14,30,44,16,7,3,9,17,74,91.6,119.7,4.4,-1.67669,0.0433624
nc,A,2017,74.7,CornellBinghamton11-11,2016-11-11,200,74.7125, Vestal," New York""",Ivy,80.7,97.2,83,38.1,16.1,20.9,31.7,10.5,Brian Earl,-1.99789,0.20724," ""Cornell""",22,63,4,29,14,20,9,34,43,9,2,4,12,19,62,91,45.7,13.4,12.8,39.7,AE,Tommy Dempsey," ""Binghamton""",23,58,7,19,15,23,5,34,39,10,5,4,10,20,68,85.6,89.2,38.4,1.99789,0.219494
nc,A,2017,72.9,DartmouthRhode Island11-11,2016-11-11,200,72.925, Kingston," Rhode Island""",Ivy,95.9,103.9,83.6,38.9,27.4,34.2,42.6,28.3,David McLaughlin,-10.6621,0.905213," ""Dartmouth""",19,54,4,12,19,23,13,23,36,6,2,0,20,20,61,115.2,50.7,15.1,43.9,32.9,A10,Dan Hurley," ""Rhode Island""",33,70,5,20,13,23,18,25,43,11,12,11,11,26,84,103.7,91.2,81.4,10.6621,0.153759
nc,A,2017,72.5,DrexelMonmouth11-11,2016-11-11,200,72.525, West Long Branch," New Jersey""",CAA,92.7,104.8,89.6,38.9,22.1,43.2,38.1,19.6,Zach Spiker,-10.9791,0.755357," ""Drexel""",20,63,9,30,16,24,19,25,44,9,4,3,16,19,65,107.5,47.2,19.3,41.9,19.7,MAAC,King Rice," ""Monmouth""",29,71,9,27,11,14,18,25,43,14,6,6,14,25,78,102.8,90.6,81,10.9791,0.250954
nc,A,2017,67.7,Eastern MichiganPittsburgh11-11,2016-11-11,250,84.65, Pittsburgh," Pennsylvania""",MAC,109.1,100.9,106.3,46.1,13,33.3,29.9,71.1,Rob Murphy,-4.371,0.827217," ""Eastern Michigan""",33,77,5,21,19,23,15,30,45,12,8,5,11,30,90,109.9,46,14.2,26.8,71.4,ACC,Kevin Stallings," ""Pittsburgh""",25,63,8,33,35,45,11,30,41,17,3,3,12,22,93,108.9,104.7,61.2,4.371,0.447558
nc,A,2017,68.7,EvansvilleLouisville11-11,2016-11-11,200,68.6625, Louisville," Kentuc""",MVC,85.6,93.6,68.5,31.6,18.9,25,35.1,26.2,Marty Simmons,-9.78537,0.960757," ""Evansville""",16,57,4,15,11,20,11,18,29,6,7,2,13,18,47,113.6,50,17.5,51.4,42.9,ACC,Rick Pitino," ""Louisville""",30,63,3,15,15,27,19,33,52,15,10,10,12,17,78,107.8,74,98.7,9.78537,0.523283
nc,A,2017,71.2,Fairleigh DickinsonSeton Hall11-11,2016-11-11,200,71.2125, Newark," New Jersey""",NEC,111.4,117.1,98.3,46.7,14,17.5,26.2,36,Greg Herenda,-8.1513,0.861889," ""Fairleigh Dickinson""",24,61,9,29,13,16,7,23,30,13,7,3,10,23,70,127.8,68.4,15.4,30.3,47.4,BE,Kevin Willard," ""Seton Hall""",35,57,8,16,13,27,10,33,43,21,5,0,11,19,91,114.8,105,73.7,8.1513,0.201202
nc,A,2017,75.5,Florida A&MSouth Florida11-11,2016-11-11,200,75.5125, Tampa," Florida""",MEAC,94.8,119,96.7,42.1,13.2,23.4,50.8,6.9,Byron Samuels,-8.49492,0.318709," ""Florida A&M""",22,63,9,23,20,32,11,21,32,14,12,4,10,23,73,111.2,58,21.2,34.4,48.2,Amer,Orlando Antigua," ""South Florida""",30,56,5,15,19,27,11,36,47,16,6,4,16,23,84,98.5,109,23.7,8.49492,0.0464944
nc,A,2017,67.8,Florida Gulf CoastFlorida11-11,2016-11-11,200,67.7875, Jacksonville," Florida""",ASun,110.9,97.4,87,45.8,28,35,18.6,81.5,Joe Dooley,-2.55328,0.968724," ""Florida Gulf Coast""",23,59,8,20,5,11,14,24,38,8,1,2,19,22,59,118,48.4,10.3,38.5,41.9,SEC,Michael White," ""Florida""",28,62,4,15,20,26,15,26,41,11,13,9,7,16,80,109.9,91.5,89.2,2.55328,0.539703
nc,A,2017,69.4,FordhamEast Tennessee St.11-11,2016-11-11,200,69.4, Johnson City," Tennessee""",A10,101.6,123.3,85,52.1,27.4,14.3,27.7,9.7,Jeff Neubauer,-8.98375,0.814011," ""Fordham""",21,47,7,19,10,13,4,14,18,11,5,1,19,25,59,138.3,75.5,21.6,41.7,71.4,SC,Steve Forbes," ""East Tennessee St.""",31,49,12,23,22,35,10,24,34,21,11,6,15,17,96,134.8,102.2,96,8.98375,0.374587
nc,A,2017,79.7,Fort WayneArkansas11-11,2016-11-11,200,79.7, Fayetteville," Arkansas""",Sum,110.2,102.4,104.1,42.8,15.1,42,58,69.8,Jon Coffman,-4.79957,0.874235," ""Fort Wayne""",25,69,9,28,24,40,21,24,45,12,5,2,12,24,83,115.4,57.6,16.3,29.4,36.4,SEC,Mike Anderson," ""Arkansas""",35,66,6,16,16,24,10,29,39,20,9,9,13,29,92,110.2,102.6,69.5,4.79957,0.431707
nc,A,2017,65,FurmanPresbyterian11-11,2016-11-11,200,65.025, Clinton," South Carolina""",SC,98.1,129.9,109.2,52.7,21.5,36.8,35.7,3.8,Niko Medved,0.950276,0.0406178," ""Furman""",24,56,11,31,12,20,14,23,37,16,4,1,14,19,71,112.3,53.7,13.8,23.3,33.3,BSth,Gregg Nibert," ""Presbyterian""",26,54,6,19,15,18,7,24,31,10,6,1,9,19,73,112.4,109.3,57.9,-0.950276,0.560597
nc,A,2017,66.1,Gardner WebbSMU11-11,2016-11-11,200,66.05, Dallas," Texas""",BSth,82.5,86.6,66.6,36.7,34.8,30.8,30.6,36.5,Tim Craft,-6.39495,0.957655," ""Gardner Webb""",15,49,6,22,8,15,12,15,27,9,12,1,23,20,44,109,52.8,27.3,51.6,39.6,Amer,Tim Jankovich," ""SMU""",24,53,8,21,16,21,16,27,43,17,11,5,18,15,72,101.6,76.6,96.3,6.39495,0.395376
nc,A,2017,73.9,Georgia SouthernNorth Carolina St.11-11,2016-11-11,200,73.9375, Raleigh," North Carolina""",SB,105.7,101.2,106.8,40.4,9.5,40.8,43.8,62.4,Mark Byington,-3.03667,0.737068," ""Georgia Southern""",27,73,5,22,20,32,20,26,46,5,4,3,7,27,79,109.6,46,12.2,36.6,52.4,ACC,Mark Gottfried," ""North Carolina St.""",27,63,4,24,23,33,15,29,44,14,2,8,9,22,81,106.2,106.5,49.1,3.03667,0.364363
nc,A,2017,67.4,GeorgiaClemson11-11,2016-11-11,200,67.4125, Clemson," South Carolina""",SEC,99.2,98.9,94.9,46.7,20.8,35.1,18,50.9,Mark Fox,-8.65803,0.890067," ""Georgia""",26,61,5,15,7,11,13,27,40,14,5,5,14,20,64,109.8,49.2,11.9,27,25.8,ACC,Brad Brownell," ""Clemson""",27,62,7,22,13,16,10,24,34,10,4,5,8,18,74,118.9,90.9,95.6,8.65803,0.736454
nc,A,2017,64.5,Grambling St.East Carolina11-11,2016-11-11,200,64.475, Greenville," North Carolina""",SWAC,96.8,117.1,88.4,41.7,26.4,36.6,15,10.1,Shawn Walker,-7.70298,0.565503," ""Grambling St.""",21,60,8,18,7,9,15,19,34,11,7,2,17,31,57,111.7,56.7,20.2,36.7,73.3,Amer,Jeff Lebo," ""East Carolina""",23,45,5,9,21,33,11,26,37,13,8,6,13,16,72,100.2,99.2,52.8,7.70298,0.0880262
nc,A,2017,73.6,HartfordCentral Connecticut11-11,2016-11-11,200,73.6, New Britain," Connectic""",AE,76.2,111.9,81.5,45.1,17.7,16.7,24.6,1.2,John Gallagher,-8.13665,0.118288," ""Hartford""",25,61,5,22,5,15,7,26,33,11,6,3,13,18,60,101.9,51.6,19,33.3,26.6,NEC,Donyell Marshall," ""Central Connecticut""",30,64,6,14,9,17,13,35,48,24,3,4,14,18,75,94.1,93.6,51.6,8.13665,0.0876125
nc,A,2017,74.1,Houston BaptistTexas Tech11-11,2016-11-11,200,74.1375, Lubbock," Texas""",Slnd,102.6,111.7,90.4,44,20.2,25,41.4,27.3,Ron Cottrell,-9.46302,0.874474," ""Houston Baptist""",22,58,7,23,16,24,10,17,27,10,4,0,15,23,67,125.4,70.4,18.9,26.1,46.3,B12,Chris Beard," ""Texas Tech""",33,54,10,17,17,25,6,30,36,20,5,4,14,22,93,112.3,95.4,86.7,9.46302,0.260209
nc,A,2017,65.1,HowardMichigan11-11,2016-11-11,200,65.0625, Ann Arbor," Michigan""",MEAC,98.9,94.6,89.1,51.2,26.1,28.6,67.4,62.6,Kevin Nickelberry,-7.11601,0.953197," ""Howard""",20,43,4,12,14,29,8,21,29,7,1,1,17,26,58,116.8,51,15.4,32.3,50,B10,John Beilein," ""Michigan""",22,52,9,24,23,26,10,20,30,16,9,4,10,21,76,106.9,107.2,49.1,7.11601,0.0734159
nc,A,2017,73.4,Idaho St.New Mexico11-11,2016-11-11,200,73.44999999999999, Albuquerque," New Mexico""",BSky,103.7,103.4,95.3,55.3,27.2,32.3,19.3,50.8,Bill Evans,-0.218791,0.693794," ""Idaho St.""",27,57,9,22,7,11,10,19,29,17,10,0,20,29,70,110.3,50,24.5,48.6,55.9,MWC,Craig Neal," ""New Mexico""",28,59,3,16,22,33,18,21,39,19,6,4,18,20,81,95.1,107,20.4,0.218791,0.104819
nc,A,2017,79.8,Illinois ChicagoSan Francisco11-11,2016-11-11,200,79.85, San Francisco," Californ""",Horz,106.5,106.5,100.2,53.3,31.3,48.8,45.9,49.8,Steve McClain,-7.69044,0.750793," ""Illinois Chicago""",27,61,11,23,15,28,20,24,44,15,9,6,25,21,80,102.7,54.1,25,33.3,39.3,WCC,Kyle Smith," ""San Francisco""",29,61,8,21,16,24,12,21,33,15,12,3,20,26,82,101.9,101.1,52.3,7.69044,0.265397
nc,A,2017,72,Illinois St.Murray St.11-11,2016-11-11,200,72, Murray," Kentucky""",MVC,94.2,97.2,97.2,50,25,29.4,38.9,41.1,Dan Muller,0.416209,0.456722," ""Illinois St.""",24,54,6,16,16,21,10,29,39,11,8,3,18,21,70,101.4,51.7,19.4,23.7,32.8,OVC,Matt McMahon," ""Murray St.""",24,58,12,33,13,19,9,24,33,12,8,3,14,18,73,110.9,96.3,83.6,-0.416209,0.808602
